node_name,gene_id,gene_symbol,string_gene_label,gene_name,primary_module,modules,contrasts,n_selected_rows,n_contrasts,min_padj,max_abs_log2FoldChange,mean_abs_log2FoldChange,strongest_contrast,strongest_log2FoldChange,strongest_padj,strongest_regulation,n_up_rows,n_down_rows,module_selection_evidence,module_selected,best_module_trait,best_module_trait_corr,best_module_trait_pval,best_module_trait_padj,fraction_deg_priority,log2FC__MA100_vs_CTR,log2FC__MA100_vs_MA1,log2FC__MA1_vs_CTR,log2FC__MC100_vs_MC1,log2FC__MC1_vs_CTR,log2FC__MD1_vs_CTR,padj__MA100_vs_CTR,padj__MA100_vs_MA1,padj__MA1_vs_CTR,padj__MC100_vs_MC1,padj__MC1_vs_CTR,padj__MD1_vs_CTR,regulation__MA100_vs_CTR,regulation__MA100_vs_MA1,regulation__MA1_vs_CTR,regulation__MC100_vs_MC1,regulation__MC1_vs_CTR,regulation__MD1_vs_CTR,n_unique_genes_in_module,n_deg_priority,n_priority_contrasts_present,priority_contrasts_present,fraction_support,trait_support
ATXN2L,ENSG00000168488,ATXN2L,ATXN2L,ataxin 2 like,darkgrey,darkgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0001828660002349,2.385614269851737,1.8167225575968138,MC100_vs_MC1,-2.385614269851737,0.0001828660002349,down_in_tested,3,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.7036978809009635,,,-2.385614269851737,1.5905944038324646,1.58698367580209,0.0136270923001442,,,0.0001828660002349,0.0203746790334658,0.0229351994017323,up_in_tested,,,down_in_tested,up_in_tested,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
ACAN,ENSG00000157766,ACAN,ACAN,aggrecan,dimgrey,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0001925297966244,1.7561505955625258,1.4806342925211338,MC1_vs_CTR,1.7561505955625258,0.0001925297966244,up_in_tested,3,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,1.5857137656508935,,,-1.2587574180810173,1.7561505955625258,1.3219153907900985,0.0010959953489893,,,0.0075344632290421,0.0001925297966244,0.0075021622464327,up_in_tested,,,down_in_tested,up_in_tested,up_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
LRP8,ENSG00000157193,LRP8,LRP8,LDL receptor related protein 8,dimgrey,dimgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0001949121787836,1.1959821545189542,1.1200402994681082,MA100_vs_CTR,1.1959821545189542,0.0001949121787836,up_in_tested,2,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,1.1959821545189542,,,,1.0440984444172623,,0.0001949121787836,,,,0.001063842701696,,up_in_tested,,,,up_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
FOS,ENSG00000170345,FOS,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",darkgrey,darkgrey,MA100_vs_MA1,1,1,0.0001955667664209,1.532671333933528,1.532671333933528,MA100_vs_MA1,1.532671333933528,0.0001955667664209,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,1.532671333933528,,,,,,0.0001955667664209,,,,,,up_in_tested,,,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
NDUFB7,ENSG00000099795,NDUFB7,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,gainsboro,gainsboro,MA100_vs_MA1,1,1,0.0001955667664209,1.0772253218148062,1.0772253218148062,MA100_vs_MA1,1.0772253218148062,0.0001955667664209,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,,1.0772253218148062,,,,,,0.0001955667664209,,,,,,up_in_tested,,,,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
ZNF608,ENSG00000168916,ZNF608,ZNF608,zinc finger protein 608,darkgrey,darkgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0002038160306394,1.1862861749655098,1.148758984932564,MA100_vs_CTR,1.1862861749655098,0.0002038160306394,up_in_tested,2,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.1862861749655098,,,,1.111231794899618,,0.0002038160306394,,,,0.0004243256353566,,up_in_tested,,,,up_in_tested,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
BCL3,ENSG00000069399,BCL3,BCL3,BCL3 transcription coactivator,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0002128402429553,1.0396967781490625,1.0396967781490625,MC100_vs_MC1,-1.0396967781490625,0.0002128402429553,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,-1.0396967781490625,,,,,,0.0002128402429553,,,,,,down_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SLC39A3,ENSG00000141873,SLC39A3,SLC39A3,solute carrier family 39 member 3,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0002154293698066,1.0319541026656711,1.0319541026656711,MC100_vs_MC1,-1.0319541026656711,0.0002154293698066,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.0319541026656711,,,,,,0.0002154293698066,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
CLASRP,ENSG00000104859,CLASRP,CLASRP,CLK4 associating serine/arginine rich protein,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0002194076822358,1.284291783604157,1.284291783604157,MC100_vs_MC1,-1.284291783604157,0.0002194076822358,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.284291783604157,,,,,,0.0002194076822358,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
ZNF592,ENSG00000166716,ZNF592,ZNF592,zinc finger protein 592,darkgrey,darkgrey,MD1_vs_CTR,1,1,0.0002282026277219,1.065068414892817,1.065068414892817,MD1_vs_CTR,1.065068414892817,0.0002282026277219,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,,,1.065068414892817,,,,,,0.0002282026277219,,,,,,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
SH3BGRL3,ENSG00000142669,SH3BGRL3,SH3BGRL3,SH3 domain binding glutamate rich protein like 3,dimgrey,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0002318087853179,1.5433293058434456,1.4137008207830606,MC100_vs_MC1,1.5433293058434456,0.0002318087853179,up_in_tested,1,3,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.296737098919434,,,1.5433293058434456,-1.4072445526727475,-1.4074923256966154,0.0036792133749254,,,0.0002318087853179,0.0012630513727096,0.0014172488226647,down_in_tested,,,up_in_tested,down_in_tested,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RPS3,ENSG00000149273,RPS3,RPS3,ribosomal protein S3,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0002318087853179,1.0406444437707607,1.0406444437707607,MC100_vs_MC1,-1.0406444437707607,0.0002318087853179,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,-1.0406444437707607,,,,,,0.0002318087853179,,,,,,down_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RWDD2A,ENSG00000013392,RWDD2A,RWDD2A,RWD domain containing 2A,mistyrose,mistyrose,MC100_vs_MC1,1,1,0.0002391334636863,2.156904982139831,2.156904982139831,MC100_vs_MC1,2.156904982139831,0.0002391334636863,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.3310821963795144,0.1426416782130668,0.5170760835223672,0.01784037558685446,,,,2.156904982139831,,,,,,0.0002391334636863,,,,,,up_in_tested,,,2130,38,3,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,True,False
ATP5MGL,ENSG00000249222,ATP5MGL,ATP5MGL,ATP synthase membrane subunit g like,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0002506760636031,1.114867413016776,1.114867413016776,MC100_vs_MC1,-1.114867413016776,0.0002506760636031,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,-1.114867413016776,,,,,,0.0002506760636031,,,,,,down_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
TSSC4,ENSG00000184281,TSSC4,TSSC4,tumor suppressing subtransferable candidate 4,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.000257246866241,1.1133895059948151,1.1133895059948151,MC100_vs_MC1,-1.1133895059948151,0.000257246866241,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.1133895059948151,,,,,,0.000257246866241,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
SEMA6D,ENSG00000137872,SEMA6D,SEMA6D,semaphorin 6D,dimgrey,dimgrey,MC1_vs_CTR,1,1,0.0002769605256798,1.1694115550797533,1.1694115550797533,MC1_vs_CTR,-1.1694115550797533,0.0002769605256798,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,-1.1694115550797533,,,,,,0.0002769605256798,,,,,,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
GIT1,ENSG00000108262,GIT1,GIT1,GIT ArfGAP 1,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0002772087901112,1.3092814276087417,1.3092814276087417,MC100_vs_MC1,-1.3092814276087417,0.0002772087901112,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,-1.3092814276087417,,,,,,0.0002772087901112,,,,,,down_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
TPCN2,ENSG00000162341,TPCN2,TPCN2,two pore segment channel 2,darkgrey,darkgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.000287946727641,1.2947465605186033,1.1792495503885871,MC100_vs_MC1,-1.2947465605186033,0.000287946727641,down_in_tested,1,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.2947465605186033,1.0637525402585708,,,,,0.000287946727641,0.0045518036509024,,,,,down_in_tested,up_in_tested,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
GARRE1,ENSG00000166398,GARRE1,GARRE1,granule associated Rac and RHOG effector 1,darkgrey,darkgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.000291178545699,1.959319343595013,1.594458722384975,MC1_vs_CTR,1.959319343595013,0.000291178545699,up_in_tested,2,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.7950931415233229,,,-1.0289636820365895,1.959319343595013,,0.0012495127636504,,,0.0719754093948233,0.000291178545699,,up_in_tested,,,down_in_tested,up_in_tested,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
SLC7A5,ENSG00000103257,SLC7A5,SLC7A5,solute carrier family 7 member 5,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0002951343736774,1.0318947094329394,1.0318947094329394,MC100_vs_MC1,-1.0318947094329394,0.0002951343736774,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,-1.0318947094329394,,,,,,0.0002951343736774,,,,,,down_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SH3PXD2B,ENSG00000174705,SH3PXD2B,SH3PXD2B,SH3 and PX domains 2B,darkgrey,darkgrey,MC1_vs_CTR;MD1_vs_CTR,2,2,0.000298855360467,1.1366175114858348,1.0906919083409257,MD1_vs_CTR,1.1366175114858348,0.000298855360467,up_in_tested,2,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,,1.0447663051960163,1.1366175114858348,,,,,0.0009138498816035,0.000298855360467,,,,,up_in_tested,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
MCCC2,ENSG00000131844,MCCC2,MCCC2,methylcrotonyl-CoA carboxylase subunit 2,dimgrey,dimgrey,MC1_vs_CTR,1,1,0.0003069334242202,1.0927037420021726,1.0927037420021726,MC1_vs_CTR,-1.0927037420021726,0.0003069334242202,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,,-1.0927037420021726,,,,,,0.0003069334242202,,,,,,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SELENOW,ENSG00000178980,SELENOW,SELENOW,selenoprotein W,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0003076426375398,1.0534710172557833,1.0534710172557833,MC100_vs_MC1,-1.0534710172557833,0.0003076426375398,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.0534710172557833,,,,,,0.0003076426375398,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
UBR4,ENSG00000127481,UBR4,UBR4,ubiquitin protein ligase E3 component n-recognin 4,gainsboro,gainsboro,MC1_vs_CTR,1,1,0.0003332796314424,1.0109728886053162,1.0109728886053162,MC1_vs_CTR,1.0109728886053162,0.0003332796314424,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,,,,,1.0109728886053162,,,,,,0.0003332796314424,,,,,,up_in_tested,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
COA6,ENSG00000168275,COA6,COA6,cytochrome c oxidase assembly factor 6,dimgrey,dimgrey,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0003360490823765,1.0878360307805122,1.047350871082341,MC1_vs_CTR,-1.0878360307805122,0.0003360490823765,down_in_tested,0,2,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0068657113841697,,,,-1.0878360307805122,,0.0012092160468827,,,,0.0003360490823765,,down_in_tested,,,,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
UPF2,ENSG00000151461,UPF2,UPF2,UPF2 regulator of nonsense mediated mRNA decay,gainsboro,gainsboro,MD1_vs_CTR,1,1,0.0003400175017535,1.0404907770852128,1.0404907770852128,MD1_vs_CTR,-1.0404907770852128,0.0003400175017535,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,,,,,,-1.0404907770852128,,,,,,0.0003400175017535,,,,,,down_in_tested,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
TRAPPC2B,ENSG00000256060,TRAPPC2B,TRAPPC2B,trafficking protein particle complex subunit 2B,dimgrey,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.0003488401630948,1.5300944858690844,1.3071657392294138,MC100_vs_MC1,1.5300944858690844,0.0003488401630948,up_in_tested,1,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.5300944858690844,-1.0842369925897433,,,,,0.0003488401630948,0.0193464907855886,,,,,up_in_tested,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
TUBB4B,ENSG00000188229,TUBB4B,TUBB4B,tubulin beta 4B class IVb,dimgrey,dimgrey,MC100_vs_MC1;MC1_vs_CTR,2,2,0.00036190292173,1.398005189323853,1.2980625166597395,MC100_vs_MC1,1.398005189323853,0.00036190292173,up_in_tested,1,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.398005189323853,-1.198119843995626,,,,,0.00036190292173,0.0035262242023024,,,,,up_in_tested,down_in_tested,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
SDF2L1,ENSG00000128228,SDF2L1,SDF2L1,stromal cell derived factor 2 like 1,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.00036190292173,1.1929094763317456,1.1929094763317456,MC100_vs_MC1,-1.1929094763317456,0.00036190292173,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.1929094763317456,,,,,,0.00036190292173,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
S1PR3,ENSG00000213694,S1PR3,S1PR3,sphingosine-1-phosphate receptor 3,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0003730261168477,1.051584815891507,1.051584815891507,MA100_vs_CTR,-1.051584815891507,0.0003730261168477,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.051584815891507,,,,,,0.0003730261168477,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
RING1,ENSG00000204227,RING1,RING1,ring finger protein 1,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0003743733780288,1.7899325096911225,1.7899325096911225,MC100_vs_MC1,1.7899325096911225,0.0003743733780288,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.7899325096911225,,,,,,0.0003743733780288,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
H4C3,ENSG00000197061,H4C3,H4C3,H4 clustered histone 3,gainsboro,gainsboro,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR,3,3,0.0003784822051655,1.7199076999851797,1.6651083368855637,MC100_vs_MC1,-1.7199076999851797,0.0003784822051655,down_in_tested,2,1,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,1.6825407809989406,,,-1.7199076999851797,1.592876529672571,,0.0009589004535511,,,0.0003784822051655,0.0015343229347401,,up_in_tested,,,down_in_tested,up_in_tested,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
REV1,ENSG00000135945,REV1,REV1,REV1 DNA directed polymerase,darkgrey,darkgrey,MA100_vs_CTR,1,1,0.0003970162612316,1.1598015278603135,1.1598015278603135,MA100_vs_CTR,1.1598015278603135,0.0003970162612316,up_in_tested,1,0,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,1.1598015278603135,,,,,,0.0003970162612316,,,,,,up_in_tested,,,,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
KXD1,ENSG00000105700,KXD1,KXD1,KxDL motif containing 1,dimgrey,dimgrey,MA100_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,4,4,0.0003989972721529,1.6796734823443809,1.3385888919230693,MA100_vs_CTR,-1.6796734823443809,0.0003989972721529,down_in_tested,1,3,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.6796734823443809,,,1.2208207992969982,-1.2879226107558135,-1.1659386752950842,0.0003989972721529,,,0.0089915217823583,0.0064782376096843,0.0165276388750725,down_in_tested,,,up_in_tested,down_in_tested,down_in_tested,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
NAP1L4,ENSG00000205531,NAP1L4,NAP1L4,nucleosome assembly protein 1 like 4,gainsboro,gainsboro,MA100_vs_CTR;MC1_vs_CTR,2,2,0.0004044373599413,1.083640003680144,1.06401942496933,MA100_vs_CTR,1.083640003680144,0.0004044373599413,up_in_tested,2,0,deg_fraction,True,particle_size_um,-0.2764543534617769,0.2250855359964076,0.5934073221723475,0.04092526690391459,1.083640003680144,,,,1.0443988462585163,,0.0004044373599413,,,,0.0005560487495615,,up_in_tested,,,,up_in_tested,,1124,46,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
JMJD8,ENSG00000161999,JMJD8,JMJD8,jumonji domain containing 8,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0004170486604571,1.2083437185554236,1.2083437185554236,MC100_vs_MC1,-1.2083437185554236,0.0004170486604571,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.2083437185554236,,,,,,0.0004170486604571,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
TP53I13,ENSG00000167543,TP53I13,TP53I13,tumor protein p53 inducible protein 13,darkgrey,darkgrey,MC100_vs_MC1,1,1,0.0004413082548688,1.1940166624339783,1.1940166624339783,MC100_vs_MC1,-1.1940166624339783,0.0004413082548688,down_in_tested,0,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.1940166624339783,,,,,,0.0004413082548688,,,,,,down_in_tested,,,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
BANF1,ENSG00000175334,BANF1,BANF1,barrier to autointegration nuclear assembly factor 1,dimgrey,dimgrey,MA100_vs_CTR,1,1,0.0004553779293649,1.0337232422294855,1.0337232422294855,MA100_vs_CTR,-1.0337232422294855,0.0004553779293649,down_in_tested,0,1,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,-1.0337232422294855,,,,,,0.0004553779293649,,,,,,down_in_tested,,,,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
HECW1,ENSG00000002746,HECW1,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0004684850181854,4.301564128863957,4.301564128863957,MC100_vs_MC1,4.301564128863957,0.0004684850181854,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,4.301564128863957,,,,,,0.0004684850181854,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
CUL2,ENSG00000108094,CUL2,CUL2,cullin 2,dimgrey,dimgrey,MC100_vs_MC1,1,1,0.0004830998617977,1.081214090586289,1.081214090586289,MC100_vs_MC1,1.081214090586289,0.0004830998617977,up_in_tested,1,0,deg_fraction,True,particle_size_um,-0.1867202754883606,0.4176932392721358,0.7331959097856707,0.07777491630182848,,,,1.081214090586289,,,,,,0.0004830998617977,,,,,,up_in_tested,,,3883,302,6,MA100_vs_CTR;MA100_vs_MA1;MA1_vs_CTR;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,False
TAMALIN,ENSG00000161835,TAMALIN,TAMALIN,trafficking regulator and scaffold protein tamalin,darkgrey,darkgrey,MC100_vs_MC1;MD1_vs_CTR,2,2,0.0004850206608714,1.4998917699424137,1.2724385646704195,MC100_vs_MC1,-1.4998917699424137,0.0004850206608714,down_in_tested,1,1,module_trait;deg_fraction,True,particle_size_um,0.6222385633532055,0.0025949251469398,0.0591962437092721,0.06215554194733619,,,,-1.4998917699424137,,1.0449853593984253,,,,0.0004850206608714,,0.0252170073490586,,,,down_in_tested,,up_in_tested,3266,203,5,MA100_vs_CTR;MA100_vs_MA1;MC100_vs_MC1;MC1_vs_CTR;MD1_vs_CTR,True,True
